"data","casos","n_casos","obitos","n_obitos"
"2020-03-28",3903,486,114,22
"2020-03-29",4256,353,136,22
"2020-03-30",4579,323,159,23
"2020-03-31",5717,1138,201,42
"2020-04-01",6834,1117,241,40
"2020-04-02",7910,1076,299,58
"2020-04-03",9056,1146,359,60
"2020-04-04",10278,1222,432,73
"2020-04-05",11130,852,486,54
"2020-04-06",12056,926,553,67
"2020-04-07",13717,1661,667,114
"2020-04-08",15927,2210,800,133
"2020-04-09",17857,1930,941,141
"2020-04-10",19638,1781,1056,115
"2020-04-11",20727,1089,1124,68
"2020-04-12",22169,1442,1223,99
"2020-04-13",23430,1261,1328,105
"2020-04-14",25262,1832,1532,204
"2020-04-15",28320,3058,1736,204
"2020-04-16",30425,2105,1924,188
"2020-04-17",33682,3257,2141,217
"2020-04-18",36599,2917,2347,206
"2020-04-19",38654,2055,2462,115
"2020-04-20",40581,1927,2575,113
"2020-04-21",43079,2498,2741,166
"2020-04-22",45757,2678,2906,165
"2020-04-23",49492,3735,3313,407
"2020-04-24",52995,3503,3670,357
"2020-04-25",58509,5514,4016,346
"2020-04-26",61888,3379,4205,189
"2020-04-27",66501,4613,4543,338
"2020-04-28",71886,5385,5017,474
"2020-04-29",78162,6276,5466,449
"2020-04-30",85380,7218,5901,435
"2020-05-01",91299,5919,6329,428
"2020-05-02",96396,5097,6724,395
"2020-05-03",101147,4751,7025,301
"2020-05-04",107780,6633,7321,296
"2020-05-05",114715,6935,7921,600
"2020-05-06",125218,10503,8535,614
"2020-05-07",135106,9888,9146,611
"2020-05-08",145328,10222,9895,749
"2020-05-09",155939,10611,10627,732
"2020-05-10",162699,6760,11123,496
"2020-05-11",168331,5632,11519,396
"2020-05-12",177589,9258,12400,881
"2020-05-13",188974,11385,13149,749
"2020-05-14",202918,13944,13993,844
"2020-05-15",218223,15305,14817,824
"2020-05-16",233142,14919,15633,816
"2020-05-17",241080,7938,16118,485
"2020-05-18",254220,13140,16792,674
"2020-05-19",271628,17408,17971,1179
"2020-05-20",291579,19951,18859,888
"2020-05-21",310087,18508,20047,1188
"2020-05-22",330890,20803,21046,999
"2020-05-23",347398,16508,22013,967
"2020-05-24",363211,15813,22666,653
"2020-05-25",374898,11687,23473,807
"2020-05-26",391222,16324,24512,1039
"2020-05-27",411821,20599,25598,1086
"2020-05-28",438238,26417,26754,1156
"2020-05-29",465166,26928,27878,1124
"2020-05-30",498440,33274,28834,956
"2020-05-31",514200,15760,29314,480
"2020-06-01",526447,12247,29937,623
"2020-06-02",555383,28936,31199,1262
"2020-06-03",584016,28633,32548,1349
"2020-06-04",614941,30925,34021,1473
"2020-06-05",645771,30830,35026,1005
"2020-06-06",672846,27075,35930,904
"2020-06-07",691758,18912,36455,525
"2020-06-08",707412,15654,37134,679
"2020-06-09",739503,32091,38406,1272
"2020-06-10",772416,32913,39680,1274
"2020-06-11",802828,30412,40919,1239
"2020-06-12",828810,25982,41828,909
"2020-06-13",850514,21704,42720,892
"2020-06-14",867624,17110,43332,612
"2020-06-15",888271,20647,43959,627
"2020-06-16",923189,34918,45241,1282
"2020-06-17",955377,32188,46510,1269
"2020-06-18",978142,22765,47748,1238
"2020-06-19",1032913,54771,48954,1206
"2020-06-20",1067579,34666,49976,1022
"2020-06-21",1085038,17459,50617,641
"2020-06-22",1106470,21432,51271,654
"2020-06-23",1145906,39436,52645,1374
"2020-06-24",1188631,42725,53830,1185
"2020-06-25",1228114,39483,54971,1141
"2020-06-26",1274974,46860,55961,990
"2020-06-27",1313667,38693,57070,1109
"2020-06-28",1344143,30476,57622,552
"2020-06-29",1368195,24052,58314,692
"2020-06-30",1402041,33846,59594,1280
"2020-07-01",1448753,46712,60632,1038
"2020-07-02",1496858,48105,61884,1252
"2020-07-03",1539081,42223,63174,1290
"2020-07-04",1577004,37923,64265,1091
"2020-07-05",1603055,26051,64867,602
"2020-07-06",1623284,20229,65487,620
"2020-07-07",1668589,45305,66741,1254
"2020-07-08",1713160,44571,67964,1223
"2020-07-09",1755779,42619,69184,1220
"2020-07-10",1800827,45048,70398,1214
"2020-07-11",1839850,39023,71469,1071
"2020-07-12",1864681,24831,72100,631
"2020-07-13",1884967,20286,72833,733
"2020-07-14",1926824,41857,74133,1300
"2020-07-15",1966748,39924,75366,1233
"2020-07-16",2012151,45403,76688,1322
"2020-07-17",2046328,34177,77851,1163
"2020-07-18",2074860,28532,78772,921
"2020-07-19",2098389,23529,79488,716
"2020-07-20",2118646,20257,80120,632
"2020-07-21",2159654,41008,81487,1367
"2020-07-22",2227514,67860,82771,1284
"2020-07-23",2287475,59961,84082,1311
"2020-07-24",2343366,55891,85238,1156
"2020-07-25",2394513,51147,86449,1211
"2020-07-26",2419091,24578,87004,555
"2020-07-27",2442375,23284,87618,614
"2020-07-28",2483191,40816,88539,921
"2020-07-29",2552265,69074,90134,1595
"2020-07-30",2610102,57837,91263,1129
"2020-07-31",2662485,52383,92475,1212
"2020-08-01",2707877,45392,93563,1088
"2020-08-02",2733677,25800,94104,541
"2020-08-03",2750318,16641,94665,561
"2020-08-04",2801921,51603,95819,1154
"2020-08-05",2857597,55676,97240,1421
"2020-08-06",2912212,54615,98493,1253
"2020-08-07",2962442,50230,99572,1079
"2020-08-08",3012412,49970,100477,905
"2020-08-09",3035422,23010,101049,572
"2020-08-10",3057470,22048,101752,703
"2020-08-11",3109630,52160,103026,1274
"2020-08-12",3164785,55155,104201,1175
"2020-08-13",3224876,60091,105463,1262
"2020-08-14",3275520,50644,106523,1060
"2020-08-15",3317096,41576,107232,709
"2020-08-16",3340197,23101,107852,620
"2020-08-17",3359570,19373,108536,684
"2020-08-18",3407354,47784,109888,1352
"2020-08-19",3456652,49298,111100,1212
"2020-08-20",3501975,45323,112304,1204
"2020-08-21",3532330,30355,113358,1054
"2020-08-22",3582362,50032,114250,892
"2020-08-23",3605783,23421,114744,494
"2020-08-24",3622861,17078,115309,565
"2020-08-25",3669995,47134,116580,1271
"2020-08-26",3717156,47161,117665,1085
"2020-08-27",3761391,44235,118649,984
"2020-08-28",3804803,43412,119504,855
"2020-08-29",3846153,41350,120462,958
"2020-08-30",3862311,16158,120828,366
"2020-08-31",3908272,45961,121381,553
"2020-09-01",3950931,42659,122596,1215
"2020-09-02",3997865,46934,123780,1184
"2020-09-03",4041638,43773,124614,834
"2020-09-04",4092832,51194,125521,907
"2020-09-05",4123000,30168,126203,682
"2020-09-06",4137521,14521,126650,447
"2020-09-07",4147794,10273,126960,310
"2020-09-08",4162073,14279,127464,504
"2020-09-09",4197889,35816,128539,1075
"2020-09-10",4238446,40557,129522,983
"2020-09-11",4282164,43718,130396,874
"2020-09-12",4315687,33523,131210,814
"2020-09-13",4330455,14768,131625,415
"2020-09-14",4345610,15155,132006,381
"2020-09-15",4382263,36653,133119,1113
"2020-09-16",4419083,36820,134106,987
"2020-09-17",4455386,36303,134935,829
"2020-09-18",4495183,39797,135793,858
"2020-09-19",4528240,33057,136532,739
"2020-09-20",4544629,16389,136895,363
"2020-09-21",4558068,13439,137272,377
"2020-09-22",4591604,33536,138108,836
"2020-09-23",4624885,33281,138977,869
"2020-09-24",4657702,32817,139808,831
"2020-09-25",4689613,31911,140537,729
"2020-09-26",4717991,28378,141406,869
"2020-09-27",4732309,14318,141741,335
"2020-09-28",4745464,13155,142058,317
"2020-09-29",4777522,32058,142921,863
"2020-09-30",4810935,33413,143952,1031
"2020-10-01",4847092,36157,144680,728
"2020-10-02",4880523,33431,145388,708
"2020-10-03",4906833,26310,145987,599
"2020-10-04",4915289,8456,146352,365
"2020-10-05",4927235,11946,146675,323
"2020-10-06",4969141,41906,147494,819
"2020-10-07",5000694,31553,148228,734
"2020-10-08",5028444,27750,148957,729
"2020-10-09",5055888,27444,149639,682
"2020-10-10",5082637,26749,150198,559
"2020-10-11",5094979,12342,150488,290
"2020-10-12",5103408,8429,150689,201
"2020-10-13",5113628,10220,150998,309
"2020-10-14",5140863,27235,151747,749
"2020-10-15",5169386,28523,152460,713
"2020-10-16",5200300,30914,153214,754
"2020-10-17",5224362,24062,153675,461
"2020-10-18",5235344,10982,153905,230
"2020-10-19",5250727,15383,154176,271
"2020-10-20",5273954,23227,154837,661
"2020-10-21",5298772,24818,155403,566
"2020-10-22",5323630,24858,155900,497
"2020-10-23",5353656,30026,156471,571
"2020-10-24",5380635,26979,156903,432
