"data","municipio","codmun","pop","casos","obitos","casos_100k","obitos_100k"
"2022-08-17","Santa Bárbara",292750,20791,2217,27,10663.2677600885,129.863883411091
"2022-08-17","Santa Brígida",292760,14213,1179,21,8295.22268345881,147.752057975093
"2022-08-17","Santa Cruz Cabrália",292770,27778,4397,45,15829.0733674131,161.998704010368
"2022-08-17","Santa Cruz da Vitória",292780,6315,835,11,13222.4861441013,174.188440221694
"2022-08-17","Santa Inês",292790,10631,1145,14,10770.3884865017,131.690339572947
"2022-08-17","Santaluz",292800,37348,4226,64,11315.1976009425,171.361250937132
"2022-08-17","Santa Luzia",292805,12597,1419,35,11264.5868063825,277.843931094705
"2022-08-17","Santa Maria da Vitória",292810,39845,4632,71,11625.0470573472,178.190488141549
"2022-08-17","Santana",292820,26614,1175,53,4414.96956489066,199.143308033366
"2022-08-17","Santanópolis",292830,8943,1020,13,11405.5686011406,145.365090014537
"2022-08-17","Santa Rita de Cássia",292840,28338,3594,45,12682.6169807326,158.797374550074
"2022-08-17","Santa Terezinha",292850,10405,1312,15,12609.3224411341,144.161460836136
"2022-08-17","Santo Amaro",292860,60069,4520,98,7524.67995138924,163.145715760209
"2022-08-17","Santo Antônio de Jesus",292870,101512,19268,188,18981.0071715659,185.199779336433
"2022-08-17","Santo Estêvão",292880,52850,5889,67,11142.8571428571,126.773888363292
"2022-08-17","São Desidério",292890,33742,4740,53,14047.7742872385,157.074269456464
"2022-08-17","São Domingos",292895,9058,1439,13,15886.5091631707,143.51954073747
"2022-08-17","São Félix",292900,14740,1302,9,8833.10719131615,61.0583446404342
"2022-08-17","São Félix do Coribe",292905,15391,1715,30,11142.8757065818,194.919108569943
"2022-08-17","São Felipe",292910,21074,3954,34,18762.4561070513,161.336243712632
"2022-08-17","São Francisco do Conde",292920,39802,5202,74,13069.6949902015,185.920305512286
"2022-08-17","São Gabriel",292925,18793,2395,20,12744.1068482946,106.422604161124
"2022-08-17","São Gonçalo dos Campos",292930,37550,3295,40,8774.96671105193,106.524633821571
"2022-08-17","São José da Vitória",292935,5657,885,15,15644.3344528902,265.158211065936
"2022-08-17","São José do Jacuípe",292937,10462,770,3,7359.96941311413,28.6752055056395
"2022-08-17","São Miguel das Matas",292940,11675,1146,8,9815.84582441114,68.5224839400428
"2022-08-17","São Sebastião do Passé",292950,44300,4405,100,9943.56659142212,225.733634311512
"2022-08-17","Sapeaçu",292960,17398,2763,27,15881.1357627313,155.190251753075
"2022-08-17","Sátiro Dias",292970,17273,1530,16,8857.75487755457,92.6301163665837
"2022-08-17","Saubara",292975,12043,702,20,5829.11234742174,166.071576849622
"2022-08-17","Saúde",292980,12913,691,6,5351.19646867498,46.4648029117943
"2022-08-17","Seabra",292990,44091,7898,97,17912.9527567984,219.999546392688
"2022-08-17","Sebastião Laranjeiras",293000,11434,722,10,6314.5006122092,87.4584572328144
"2022-08-17","Senhor do Bonfim",293010,79015,8221,117,10404.3536037461,148.073150667595
"2022-08-17","Serra do Ramalho",293015,31472,1087,38,3453.86375190646,120.742247076767
"2022-08-17","Sento Sé",293020,40684,1683,52,4136.76138039524,127.81437420116
"2022-08-17","Serra Dourada",293030,17386,1087,24,6252.1569078569,138.042102841367
"2022-08-17","Serra Preta",293040,14878,1179,23,7924.45221131873,154.590670789085
"2022-08-17","Serrinha",293050,80861,10335,109,12781.1924166162,134.799223358603
"2022-08-17","Serrolândia",293060,13397,1189,14,8875.1212958125,104.501007688288
"2022-08-17","Simões Filho",293070,134377,11553,271,8597.45343325123,201.671416983561
"2022-08-17","Sítio do Mato",293075,13012,310,12,2382.41623117123,92.2225637872733
"2022-08-17","Sítio do Quinto",293076,9986,922,12,9232.92609653515,120.168235529742
"2022-08-17","Sobradinho",293077,23191,3198,65,13789.8322625156,280.281143547066
"2022-08-17","Souto Soares",293080,16979,1258,24,7409.15248247836,141.351080746805
"2022-08-17","Tabocas do Brejo Velho",293090,12518,322,13,2572.29589391277,103.850455344304
"2022-08-17","Tanhaçu",293100,20403,2272,33,11135.6173111797,161.740920452875
"2022-08-17","Tanque Novo",293105,17366,1948,17,11217.3212023494,97.892433490729
"2022-08-17","Tanquinho",293110,7918,938,17,11846.4258651175,214.700681990402
"2022-08-17","Taperoá",293120,21074,1470,36,6975.41994875202,170.826610989845
"2022-08-17","Tapiramutá",293130,17010,715,11,4203.40975896531,64.6678424456202
"2022-08-17","Teixeira de Freitas",293135,160487,26374,380,16433.7298348153,236.779302996504
"2022-08-17","Teodoro Sampaio",293140,7425,525,10,7070.70707070707,134.680134680135
"2022-08-17","Teofilândia",293150,22518,1282,24,5693.2231992184,106.58140154543
"2022-08-17","Teolândia",293160,14943,1338,10,8954.02529612528,66.9209663387539
"2022-08-17","Terra Nova",293170,13033,1079,26,8278.98411724085,199.493593186527
"2022-08-17","Tremedal",293180,16394,1336,21,8149.32292302062,128.095644748079
"2022-08-17","Tucano",293190,50687,4426,69,8732.02201747983,136.129579576617
"2022-08-17","Uauá",293200,24240,3691,68,15226.897689769,280.528052805281
"2022-08-17","Ubaíra",293210,19895,2221,34,11163.6089469716,170.89721035436
"2022-08-17","Ubaitaba",293220,19056,1748,50,9172.96389588581,262.384550797649
"2022-08-17","Ubatã",293230,27035,2475,57,9154.79933419641,210.83780284816
"2022-08-17","Uibaí",293240,13887,1381,28,9944.55245913444,201.627421329301
"2022-08-17","Umburanas",293245,19222,893,10,4645.71844761211,52.0237228176048
"2022-08-17","Una",293250,19002,2500,48,13156.5098410694,252.604988948532
"2022-08-17","Urandi",293260,16658,1471,17,8830.59190779205,102.053067595149
"2022-08-17","Uruçuca",293270,20519,3006,81,14649.8367366831,394.756079730981
"2022-08-17","Utinga",293280,19178,1954,18,10188.7579518198,93.8575451037647
"2022-08-17","Valença",293290,96562,10600,156,10977.4031192395,161.554234585033
"2022-08-17","Valente",293300,28473,3458,30,12144.8389702525,105.362975450427
"2022-08-17","Várzea da Roça",293305,14104,1490,13,10564.3788996029,92.1724333522405
"2022-08-17","Várzea do Poço",293310,9170,609,6,6641.2213740458,65.4307524536532
"2022-08-17","Várzea Nova",293315,12697,1144,13,9010.00236276286,102.386390485942
"2022-08-17","Varzedo",293317,8838,847,7,9583.61620276081,79.2034396922381
"2022-08-17","Vera Cruz",293320,43223,2168,88,5015.84804386553,203.595308053583
"2022-08-17","Vereda",293325,6205,986,23,15890.4109589041,370.668815471394
"2022-08-17","Vitória da Conquista",293330,338480,48280,724,14263.7674308674,213.897423776885
"2022-08-17","Wagner",293340,9345,1376,10,14724.4515783842,107.009095773141
"2022-08-17","Wanderley",293345,12238,1164,30,9511.35806504331,245.138094459879
"2022-08-17","Wenceslau Guimarães",293350,21101,2172,34,10293.3510260177,161.129804274679
"2022-08-17","Xique-Xique",293360,46483,3382,96,7275.77824150765,206.527117440785
